function	ALC_19	ALC_20	CIR_18	CIR_19	ERR844085	ERR844086	IL_18	Met9_18	My_20	PR9_18	Pty_20	SRR2029458	SRR2029459	SRR2029460	SRR2071024	SRR2071075	SRR7135742	SRR7135743	V3_20	VT_20
3.4.24.77-RXN	0.0	0.0	0.0	0.0	289.83	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	15.0	186.0	74.0	0.0	0.0	0.0
3.4.25.1-RXN	0.0	0.0	0.0	0.0	7411.49	289626.0	0.0	0.0	0.0	0.0	0.0	7.0	82.0	15.0	40366.66	64928.0	28917.0	9256.0	18.0	90318.0
3.5.1.26-RXN	380.75	1091.0	370.0	1349.0	266.34	0.0	1289.5	48.0	4152.0	84.0	6383.0	246.75	1964.67	1347.5	29682.67	112333.02	18999.34	10753.34	270.83	0.0
3.5.1.27-RXN	21610.75	58516.84	13530.5	44386.5	69232.0	533.67	8752.25	13522.66	26748.16	10944.0	53214.84	40973.3	38621.67	43930.78	411361.08	1040322.78	122857.46	126863.09	25563.36	45826.4
3.5.1.77-RXN	0.0	0.0	0.0	0.0	144.0	0.0	19.0	37.0	73.0	0.0	0.0	159.0	199.0	308.0	5882.0	6972.0	222.0	42.0	0.0	0.0
3.5.1.80-RXN	695.0	1007.5	405.0	1368.0	12661.84	242.0	3465.0	978.5	4355.83	580.0	6458.67	1918.44	3089.5	3827.44	191732.92	513356.72	35037.01	21166.51	2485.46	45654.4
3.5.1.81-RXN	657.0	4843.0	468.0	1075.0	2382.34	45.0	5035.0	218.0	9041.0	152.5	13711.0	620.44	2022.67	2031.44	82763.84	232996.69	23918.09	15699.84	1694.71	0.0
3.5.1.82-RXN	0.0	0.0	0.0	17.0	59.0	27.0	9.5	37.0	36.5	0.0	47.0	3.5	188.0	0.0	2941.0	3501.0	111.0	21.0	0.0	0.0
3.5.1.86-RXN	38.0	0.0	342.5	232.0	47.0	0.0	900.0	0.0	2633.0	0.0	235.0	170.5	353.5	916.0	6666.17	7888.83	222.0	42.0	83.5	0.0
3.5.1.87-RXN	1524.0	6899.0	401.0	418.0	15534.17	246.0	1849.0	2593.5	5351.83	1306.0	19097.17	1881.88	3440.5	5001.38	173380.51	397990.99	24855.0	24824.0	3763.27	45269.4
3.5.1.88-RXN	21610.75	58516.84	13530.5	44386.5	69232.0	533.67	8752.25	13522.66	26748.16	10944.0	53214.84	40973.3	38621.67	43930.78	411361.08	1040322.78	122857.46	126863.09	25563.36	45826.4
3.5.1.97-RXN	6424.0	10035.0	151.0	216.0	297.5	72.0	23.0	502.0	0.0	826.0	556.0	746.0	1409.0	835.5	10736.5	49910.88	7821.0	11857.0	163.0	0.0
3.5.1.98-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	546.0	1186.67	0.0	0.0	0.0	0.0
3.5.2.12-RXN	244.0	0.0	0.0	0.0	173.0	0.0	9.5	157.0	36.5	529.0	0.0	159.0	199.0	308.0	3142.0	3597.0	111.0	21.0	0.0	0.0
3.5.2.14-RXN	2300.5	13389.5	713.0	620.0	11941.66	546.0	4596.0	4587.5	13851.0	2033.0	2191.0	5257.76	6692.0	8236.76	264183.0	554329.67	32913.5	19385.5	664.2	90318.0
3.5.2.17-RXN	721.5	460.5	839.0	573.0	3238.33	88.0	2679.75	1220.5	7723.33	382.0	7209.67	2166.38	2147.5	3805.88	75710.5	178323.0	7304.33	7851.58	2033.17	0.0
3.5.2.18-RXN	47.0	4.0	123.0	96.0	72.0	0.0	890.5	0.0	2472.5	0.0	162.0	64.0	45.5	696.0	3762.0	4040.0	126.0	67.0	38.0	0.0
3.5.4.27-RXN	9588.5	10435.84	6252.5	21325.5	2355.34	0.0	1807.0	3592.66	16838.0	1703.0	18306.0	22558.38	18769.0	19619.38	20880.0	61851.52	12725.59	26454.34	49.21	0.0
3.5.5.1-RXN	7055.5	10596.17	6406.5	21442.5	13680.67	100.0	2448.75	2314.33	17559.0	1886.0	24518.0	23401.0	19278.0	20701.0	78543.83	157472.0	23510.5	39564.59	3550.16	86.0
3.5.5.7-RXN	6022.0	10249.0	246.0	174.0	314.0	0.0	3180.5	324.0	4981.5	264.0	388.0	328.0	1170.0	1925.5	16521.34	45411.16	6735.0	11090.0	116.5	0.0
3.5.99.5-RXN	89.0	25.0	172.0	182.0	259.0	36.0	1286.5	310.0	2436.0	396.0	5613.0	97.0	394.67	1074.5	1118.5	3974.33	5461.0	9865.0	204.0	0.0
3.6.1.17-RXN	0.0	0.0	0.0	0.0	0.0	146.0	0.0	0.0	0.0	0.0	6149.0	0.0	0.0	0.0	7.0	7.0	72.0	2755.0	0.0	0.0
3.6.1.41-RXN	15068.25	30609.67	6478.5	21408.0	14357.0	73.0	2552.25	4507.83	2582.0	4506.5	26999.0	12206.25	9871.0	13343.0	47015.17	164029.04	25950.0	45235.75	2128.0	86.0
3.6.3.12-RXN	18354.75	30934.5	2188.5	5372.0	14608.51	840.0	10761.0	1536.0	26616.0	1143.0	38683.5	6927.57	14664.51	18618.06	456820.74	1227634.68	117639.93	105239.18	7201.86	137294.4
3.6.3.16-RXN	1485.0	445.34	516.0	486.0	4195.0	546.0	1294.0	2975.66	32334.0	1581.0	5976.0	23855.0	19554.0	17638.83	36715.0	48512.2	12917.33	19659.5	285.0	48.8
3.6.3.17-RXN	3852.0	15181.0	1324.0	1153.0	59092.85	633.67	13039.0	6168.5	22956.64	2404.0	14102.36	6427.19	6904.0	18089.84	336572.95	700432.92	64185.18	39905.36	17500.94	1187.2
3.6.3.2-RXN	6208.75	10173.5	694.5	675.5	1478.17	27.0	2841.0	1259.5	24173.33	319.5	3494.67	12452.25	11728.0	10781.0	43255.83	108217.85	16219.84	33292.34	1922.0	45159.0
3.6.3.20-RXN	704.0	2417.0	246.0	222.0	10639.67	73.0	1788.5	1138.0	5298.33	589.0	6637.17	1137.94	1353.0	2188.44	36936.17	64584.84	5263.33	6238.33	1761.17	0.0
3.6.3.21-RXN	2570.0	7001.0	1882.0	1695.0	38987.84	699.34	8163.5	3850.0	24052.83	1481.0	8612.67	6828.98	7804.5	14204.96	193358.74	415927.09	25080.93	17445.51	10094.95	557.0
3.6.3.22-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	402.0	268.0	0.0	0.0	0.0	0.0
3.6.3.24-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	30.66	0.0	15.34	4.88	0.0	38.88	344.0	4461.1	0.0	0.0	55.34	0.0
3.6.3.25-RXN	7469.0	10674.67	12809.0	42891.5	5934.34	234.0	5121.75	3070.83	22147.33	1474.0	51585.17	33898.44	30336.5	34710.94	82102.84	186348.0	19258.34	42059.09	3822.5	86.0
3.6.3.28-RXN	3218.5	5138.5	198.0	357.0	11271.0	123.67	1203.5	2578.5	2830.0	957.0	6831.5	1686.67	2703.0	2453.33	44729.67	79130.16	4144.83	4649.5	339.7	0.0
3.6.3.29-RXN	16187.75	25420.67	6719.0	21804.5	22867.34	57955.34	4422.25	4774.83	19963.83	2378.0	30697.17	25090.03	22667.5	23630.27	219489.3	500205.09	56858.3	69444.92	15636.34	45245.0
3.6.3.3-RXN	2170.5	10134.5	194.0	414.0	29236.67	296.0	2517.0	1929.0	4605.83	908.5	6572.17	2213.44	1838.0	5237.93	121620.69	345949.81	20741.77	18530.01	8588.55	86.0
3.6.3.30-RXN	5234.0	20385.0	718.5	1184.0	34596.34	260.0	4637.75	6292.0	10200.16	4955.5	14079.84	3261.26	2886.67	5303.09	118536.52	256230.97	43922.83	29844.75	5592.77	45716.0
3.6.3.31-RXN	351.5	7191.5	4.0	71.0	12481.49	217.34	526.0	1707.5	87.5	605.0	340.5	2252.78	1741.0	2962.77	76876.91	166826.87	6265.5	7537.5	835.93	0.0
3.6.3.32-RXN	1253.5	6284.5	93.0	113.0	22568.33	215.0	310.0	1973.0	64.66	822.5	328.34	3661.76	1738.0	2380.76	18425.25	48645.13	2032.5	2473.0	3410.94	0.0
3.6.3.33-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	47.0	13.0	21.0	0.0	160.0	4.0	0.0	6.0	0.0
3.6.3.34-RXN	11636.0	20788.17	6566.5	21728.0	96167.01	1247.36	6761.0	4971.33	3804.99	3442.0	34198.51	18842.62	17966.01	25612.74	381216.0	894483.52	95133.82	69731.84	32191.63	1076.8
3.6.3.36-RXN	36.0	8.0	250.5	182.0	256.0	63.0	17.0	73.0	141.0	0.0	6245.0	1000.44	704.0	1075.94	1863.67	11041.33	622.0	3968.0	1576.5	0.0
3.6.3.4-RXN	5344.0	18643.67	7020.5	23739.5	16330.34	350.0	5000.75	6933.83	29767.33	5560.5	32342.17	25645.44	21621.67	24963.02	168960.46	390498.32	70423.67	50711.92	7164.6	196.4
3.6.3.40-RXN	0.0	0.0	0.0	0.0	594.66	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	356.0	4018.5	7305.05	313.0	5.0	0.6	0.0
3.6.3.41-RXN	7951.25	26125.67	469.5	592.5	24562.5	101.0	3144.75	6264.33	19543.33	5483.5	9332.17	15318.69	12435.5	11613.94	124803.83	255674.72	41543.08	50086.08	820.65	110.4
3.6.3.44-RXN	0.0	0.0	0.0	0.0	9492.0	71.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	16.0	88.67	1110.05	0.0	0.0	0.6	0.0
3.6.3.6-RXN	110.0	187.5	196.5	199.5	2199.0	238.0	198.0	845.5	14949.0	16.5	2907.0	11749.0	9680.5	8500.0	28994.66	35788.5	10905.5	14483.0	766.0	45331.0
3.6.3.8-RXN	1713.0	16684.17	641.5	1166.5	36754.5	120.34	4226.0	4004.83	24693.0	3598.0	4123.0	12799.34	10416.84	12770.57	92470.16	223050.3	20937.26	26434.17	1719.43	581.4
3.6.3.9-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	3.33	259.0	0.0	0.0	0.0	0.0
3.6.4.6-RXN	0.0	0.0	0.0	0.0	19.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2383.8	5915.3	23.8	13.5	0.0	0.0
3.7.1.9-RXN	0.0	0.0	0.0	0.0	96.0	0.0	1367.0	0.0	0.0	0.0	54.0	32.0	0.0	24.0	926.5	2143.0	61.0	73.0	40.5	24.4
325-BISPHOSPHATE-NUCLEOTIDASE-RXN	9107.75	35062.0	847.0	1941.5	50225.18	269.0	9293.75	6387.5	23405.33	5544.0	10135.17	17129.69	15718.84	16093.68	307699.52	816997.48	82811.06	76689.43	21405.8	45678.8
3PGAREARR-RXN	14829.75	44168.67	7377.0	23335.5	104644.82	174896.34	11610.75	8222.33	31596.83	7018.0	43478.17	27958.23	27457.34	32821.46	592769.02	1486337.86	181136.8	122707.94	44305.31	46878.8
4-CARBOXYMUCONOLACTONE-DECARBOXYLASE-RXN	1106.0	6538.0	809.0	755.0	11213.99	235.67	3411.75	1987.5	6077.83	729.0	6931.17	3329.05	4721.17	7443.29	153645.95	278391.74	31348.5	22424.75	8541.5	86.0
4-COUMARATE--COA-LIGASE-RXN	0.0	0.0	0.0	0.0	37.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	132.0	0.0	0.0	0.0	0.0
4-HYDROXY-2-KETOPIMELATE-LYSIS-RXN	1245.0	5442.0	496.5	413.0	4015.01	188.0	2091.0	1870.0	5386.66	755.0	13143.34	1910.94	2288.5	4806.94	86234.51	170732.75	8732.68	12071.68	2027.1	0.0
4-HYDROXYBENZOATE--COA-LIGASE-RXN	0.0	0.0	0.0	0.0	72.0	0.0	9.5	73.0	36.5	0.0	0.0	0.0	0.0	0.0	3142.0	3723.5	111.0	21.0	0.0	0.0
4-HYDROXYBENZOATE-3-MONOOXYGENASE-RXN	149.0	23.0	659.5	554.0	1883.16	89.0	2696.0	213.5	7759.83	0.0	1016.17	1526.44	1531.5	3459.44	36886.67	53588.33	3335.5	1624.5	1832.67	471.0
4-HYDROXYBUTYRATE-DEHYDROGENASE-RXN	244.0	0.0	0.0	0.0	0.0	0.0	0.0	267.0	0.0	529.0	6149.0	159.0	199.0	320.66	7.0	29.56	76.33	2755.0	0.0	0.0
4-HYDROXYPHENYLPYRUVATE-DIOXYGENASE-RXN	1990.25	16126.0	1098.0	2041.5	15784.83	394.0	5605.5	4828.5	24491.0	4205.0	16351.0	15206.63	16141.17	16479.88	169619.84	424913.41	41701.17	44195.17	5424.43	86.0
4-HYDROXYPROLINE-EPIMERASE-RXN	225.0	1983.0	571.5	1535.0	742.34	36.0	1041.0	326.5	4443.33	126.0	1009.67	699.5	2281.67	2040.0	46503.67	150021.02	22417.34	13385.84	1592.5	0.0
4-NITROPHENYLPHOSPHATASE-RXN	8854.0	10012.67	40.0	110.0	10653.33	108.0	49.0	1539.33	0.0	979.0	36.0	7.0	0.0	30.0	6336.67	40434.38	6396.0	10954.0	0.6	0.0
4.1.1.32-RXN	245.0	11513.0	391.5	309.0	3241.66	274.67	2911.25	2809.0	2577.0	2895.0	12041.0	729.61	1087.5	2543.44	126537.43	344215.01	28079.0	28027.08	2708.33	86.0
4.1.1.64-RXN	0.0	0.0	0.0	0.0	191.5	0.0	0.0	0.0	17.0	0.0	0.0	159.0	199.0	308.0	911.0	1786.0	0.0	921.0	1487.0	0.0
4.1.1.68-RXN	195.0	44.0	554.0	431.0	0.0	72.0	3524.0	0.0	9778.0	0.0	694.0	554.0	556.0	2548.0	4810.0	17610.0	709.0	1888.0	3202.0	24.4
4.1.1.74-RXN	119.0	3371.5	416.0	426.5	1074.34	0.0	198.0	845.5	16957.0	16.5	2933.0	12135.0	11328.0	9439.0	32208.5	52177.52	8077.34	15855.34	80.93	45159.0
4.1.1.75-RXN	17.0	0.0	31.0	32.0	0.0	0.0	0.0	73.0	0.0	0.0	23.0	114.0	200.0	307.0	155.0	3814.83	347.0	0.0	11.0	0.0
4.1.1.76-RXN	38.0	0.0	123.0	87.0	0.0	0.0	881.0	0.0	2436.0	0.0	162.0	64.0	39.0	402.0	563.0	285.0	0.0	0.0	38.0	0.0
4.1.1.77-RXN	38.0	2.0	123.0	92.0	337.5	36.0	2248.0	37.0	2436.0	0.0	619.0	709.5	726.0	856.5	4432.17	10252.33	1874.0	216.0	105.5	495.4
4.1.1.81-RXN	615.0	194.67	0.0	0.0	16872.17	57890.67	0.0	659.33	31.0	617.0	21.0	79.67	65.67	655.16	42837.38	122117.59	13666.88	1995.17	5959.96	495.4
4.1.1.82-RXN	402.0	1574.0	6056.0	21039.0	57.0	0.0	0.0	191.0	22.0	68.5	15148.0	10265.0	9084.0	11088.0	4053.66	8605.9	171.33	1202.83	1602.5	0.0
4.1.1.86-RXN	44.5	0.0	219.5	128.0	1503.16	0.0	2.75	286.5	124.0	94.5	26.0	600.5	214.0	745.0	2267.84	5109.33	183.0	1450.25	57.5	0.0
4.1.2.20-RXN	38.0	295.0	0.0	17.0	262.84	0.0	0.0	0.0	17.0	0.0	47.0	492.0	233.0	21.0	4302.17	9718.85	739.84	2059.84	1495.33	0.0
4.1.2.29-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	26.0	655.0	0.0	0.0	0.0	0.0
4.1.2.41-RXN	0.0	6.0	259.5	238.0	168.0	36.0	17.0	21.0	141.0	0.0	465.0	808.5	845.5	811.0	2120.5	3696.5	358.0	932.0	1538.0	0.0
4.1.3.17-RXN	85.0	19.0	286.0	298.0	1065.83	9.0	1788.5	140.5	4925.5	0.0	6912.0	797.38	844.0	1646.88	6774.17	10692.83	452.0	3757.0	1590.0	471.0
4.1.99.4-RXN	6623.0	11945.67	441.5	938.0	2000.33	98.0	1010.5	1208.33	4464.5	983.0	952.0	834.94	3009.5	2583.44	18047.51	83180.16	25030.5	20509.5	1570.5	0.0
4.2.1.100-RXN	0.0	0.0	0.0	0.0	0.0	7.67	0.0	0.0	0.0	0.0	0.0	34.67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
4.2.1.101-RXN	0.0	6.0	259.5	238.0	168.0	36.0	17.0	21.0	141.0	0.0	465.0	808.5	845.5	811.0	2120.5	3696.5	358.0	932.0	1538.0	0.0
4.2.1.103-RXN	418.0	202.5	227.5	267.5	757.67	43.0	357.0	1039.5	15174.0	611.5	9178.0	12044.5	9972.17	9097.0	23551.5	30662.5	8456.0	14019.0	1673.33	0.0
4.2.1.107-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2795.33	5891.01	128.33	238.33	0.0	0.0
4.2.1.41-RXN	108.0	18.0	373.5	287.0	1273.16	72.0	907.5	120.0	2613.5	10.0	6407.0	792.94	1001.5	2409.44	23453.67	75372.33	1781.0	4517.0	1608.5	0.0
4.2.1.43-RXN	47.0	4.0	123.0	96.0	0.0	0.0	881.0	0.0	2453.0	0.0	6311.0	64.0	39.0	690.0	1337.0	2056.0	87.0	3722.0	1525.0	0.0
4.2.1.58-RXN	21275.0	62895.84	13362.5	44599.0	63146.03	265.0	7612.75	14078.66	43271.16	10798.5	55478.84	53424.44	50068.34	52902.85	431079.75	1106914.8	129915.74	148566.61	23487.38	45802.0
4.2.1.59-RXN	21275.0	62895.84	13362.5	44599.0	63146.03	265.0	7612.75	14078.66	43271.16	10798.5	55478.84	53424.44	50068.34	52902.85	431079.75	1106914.8	129915.74	148566.61	23487.38	45802.0
4.2.1.61-RXN	21275.0	62895.84	13362.5	44599.0	63146.03	265.0	7612.75	14078.66	43271.16	10798.5	55478.84	53424.44	50068.34	52902.85	431079.75	1106914.8	129915.74	148566.61	23487.38	45802.0
4.2.1.99-RXN	9106.25	20244.67	6429.5	21371.0	1334.0	116.0	2539.25	4042.83	2582.0	4064.5	27020.0	12791.69	11358.0	15764.44	33069.5	102310.88	15255.0	30294.25	1912.08	0.0
4.2.2.10-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2.0	3.1	0.0	0.0	0.0	0.0
4.2.2.19-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	94.0	1038.0	341.0	0.0	0.0	0.0	0.0
4.2.2.2-RXN	0.0	0.0	0.0	17.0	279.0	0.0	0.0	0.0	0.0	0.0	47.0	578.0	374.0	934.0	2511.0	4756.65	67.0	5.0	0.0	0.0
4.2.2.21-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	94.0	1038.0	341.0	0.0	0.0	0.0	0.0
4.2.2.3-RXN	18.75	279.0	35.0	37.0	129.5	36.0	40.0	0.0	0.0	0.0	36.0	507.25	709.0	525.0	39455.5	121242.66	5148.0	3203.0	38.0	0.0
4.2.2.5-RXN	153.0	59.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	33.0	21.0	71.0	15.0	539.5	1145.25	430.75	0.0	0.0	0.0	0.0
4.2.2.7-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	25.0	0.0	34.0	460.0	118.0	0.0	0.0	0.0	0.0
4.2.2.8-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	50.0	0.0	101.5	894.0	236.0	0.0	0.0	0.0	0.0
4.2.3.12-RXN	17790.25	41443.84	7290.0	24161.5	47310.51	58249.34	7425.75	7398.16	27996.33	6542.0	32008.17	25105.59	24771.34	27436.91	448524.07	1259532.3	133526.89	108128.43	22759.62	45716.0
4.2.99.18-RXN	22270.25	65776.34	13921.0	45463.0	110325.34	116752.67	15503.0	14768.66	44879.66	12050.0	68531.34	54148.74	51232.01	56112.56	804717.54	2082465.83	192045.19	179000.52	40119.0	91480.8
4.3.1.14-RXN	0.0	0.0	0.0	0.0	545.67	35.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	104.33	5913.0	14046.5	343.5	13.5	0.0	0.0
4.3.1.15-RXN	0.0	24.0	0.0	0.0	1249.5	9.0	17.0	238.5	152.0	87.0	28.0	753.44	246.5	476.77	17842.5	24287.89	3347.58	1952.5	1744.88	0.0
4.3.1.17-RXN	8264.75	24749.67	840.5	1861.0	30761.84	283.0	2411.5	4803.83	6809.33	4844.0	12923.67	3350.63	6126.34	7967.12	161195.01	500233.39	55664.09	49208.51	12209.82	134.8
4.3.1.4-RXN	23.0	4.0	90.0	438.0	768.5	168.67	0.0	97.0	103.0	268.0	0.0	201.67	1508.0	486.33	45691.0	148749.5	16785.5	12991.0	13025.0	0.0
4.4.1.19-RXN	723.0	2649.0	281.0	1202.0	513.5	115624.0	1001.0	244.0	4152.0	183.5	896.0	212.0	1688.67	701.0	24010.81	95075.46	18493.3	9105.5	23.1	966.4
4.4.1.25-RXN	110.0	537.0	219.5	151.0	211.67	0.0	37.0	0.0	124.0	0.0	87.0	764.5	845.5	857.0	11165.5	15095.17	235.0	121.0	122.0	0.0
4.99.1.3-RXN	752.5	2486.17	123.0	101.0	3101.0	149.01	2265.0	818.33	2453.0	868.0	6365.0	489.01	152.0	1045.66	65378.05	174250.49	7580.63	6094.0	2290.1	45740.4
4.99.1.5-RXN	0.0	0.0	0.0	0.0	84.0	63.0	9.5	0.0	36.5	0.0	0.0	3.5	41.0	21.5	3003.67	3743.33	114.0	21.0	0.0	0.0
45-DIHYDROXYPHTHALATE-DECARBOXYLASE-RXN	0.0	0.0	0.0	0.0	419.5	0.0	9.5	0.0	36.5	0.0	0.0	47.0	13.0	35.0	2941.0	3626.0	115.0	21.0	6.0	0.0
4OH2OXOGLUTARALDOL-RXN	0.0	0.0	0.0	0.0	98.5	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2154.0	5245.0	419.5	209.0	0.0	0.0
4OHBENZOATE-OCTAPRENYLTRANSFER-RXN	11011.75	28543.67	7356.0	24235.5	37391.51	58171.67	7255.75	6989.83	28127.33	5725.0	32451.17	26979.86	25788.17	28767.77	270807.48	743159.52	99845.06	78490.76	21586.29	45245.0
5-AMINOLEVULINIC-ACID-SYNTHASE-RXN	1275.5	5976.0	266.5	419.5	3774.0	0.0	580.5	2740.0	17107.33	1158.5	4059.17	14330.94	12305.5	10309.44	73434.67	105102.83	10092.5	16356.5	352.67	0.0
5-DEHYDRO-2-DEOXYGLUCONOKINASE-RXN	80.0	546.0	31.0	32.0	2060.01	89.0	71.0	82.5	167.33	0.0	79.67	809.5	610.5	1006.0	37108.5	81845.5	5516.5	3615.5	1611.67	0.0
5-FORMYL-THF-CYCLO-LIGASE-RXN	11075.25	33169.67	847.0	1892.5	49570.34	58115.67	1655.75	6594.33	21418.33	5660.0	15990.17	16117.36	13981.67	15330.35	219622.58	549494.56	76413.22	61123.92	8063.56	45654.4
5-METHYLTHIOADENOSINE-PHOSPHORYLASE-RXN	7239.0	14924.67	6292.5	21576.5	24391.5	58161.67	4042.5	3038.33	19084.0	1968.0	18376.5	22920.61	19237.5	20169.94	174604.46	415886.41	42539.38	39145.0	13628.71	495.4
5-METHYLTHIORIBOSE-KINASE-RXN	153.0	72.0	0.0	0.0	8809.0	20.0	26.5	108.5	36.5	33.0	0.0	47.0	19.5	58.0	3985.17	5510.88	179.0	33.0	16.33	45159.0
5-NUCLEOTID-RXN	26952.5	65133.34	13816.5	45663.5	54100.51	522.67	10045.75	12556.66	30915.83	10745.5	53482.17	40339.11	38824.84	44774.43	302213.39	838624.24	144273.55	129081.59	30487.67	691.8
5-OXOPROLINASE-ATP-HYDROLYSING-RXN	7008.5	15506.17	123.0	145.0	3168.83	67.0	1217.0	1845.33	2738.33	1599.0	7113.67	1465.44	1831.5	2347.44	42405.33	92912.17	11555.0	16988.5	2102.17	86.0
5.1.1.17-RXN	0.0	0.0	0.0	0.0	224.5	26.0	0.0	0.0	0.0	0.0	0.0	269.0	199.0	308.0	5651.33	18182.51	381.0	375.5	0.0	0.0
5.1.1.18-RXN	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	573.0	1223.67	0.0	0.0	51.0	0.0
5.1.2.3-RXN	1757.75	15588.5	922.5	801.5	3064.67	162.0	3089.0	5366.5	19740.33	3982.0	8951.67	14071.75	12016.0	12558.0	43857.6	91089.12	14677.67	27479.67	535.0	24.4
5.1.3.20-RXN	6290.0	13764.5	6337.0	22307.0	4349.34	34.0	943.5	992.5	4210.5	610.5	22301.0	12109.44	10360.0	12344.94	129668.51	404582.85	34218.84	31995.34	2763.91	45245.0
5.1.3.23-RXN	383.0	1566.0	0.0	0.0	8982.0	57839.67	0.0	191.0	166.0	68.5	45.0	195.67	41.0	155.33	4831.58	12385.81	10077.25	52.0	5882.71	24.4
5.1.3.9-RXN	25.0	7.0	0.0	0.0	279.0	87.0	0.0	0.0	15.33	176.0	7.67	3.5	0.0	399.0	21646.5	68382.72	1364.5	747.0	116.87	0.0
5.1.99.4-RXN	1097.0	3057.0	246.0	231.0	3630.33	131.0	1854.5	1229.0	4925.5	956.0	7051.0	945.0	2128.0	1717.5	40486.5	58194.0	15164.0	9039.0	1661.5	0.0
5.3.1.17-RXN	70.5	33.5	329.0	1312.0	362.67	0.0	1422.5	158.0	4287.0	51.0	6420.0	1573.94	3728.67	4411.69	75701.75	232889.8	23058.0	17382.5	306.0	0.0
5.3.1.23-RXN	9775.75	29257.67	6372.5	21504.5	44701.67	58111.67	4397.0	5922.83	17116.5	4961.5	23783.0	23673.36	19428.5	21774.77	204765.88	509681.56	49073.22	55513.84	14726.04	495.4
5.3.3.10-RXN	866.0	3153.0	404.5	315.0	232.83	72.0	907.5	537.5	2628.83	137.0	6437.67	443.5	776.0	1891.0	5917.17	22193.16	1054.5	4696.0	1695.67	0.0
5.3.3.14-RXN	10271.25	26044.17	6336.5	21426.5	15291.0	46.0	818.5	6830.83	17148.83	5285.0	23768.17	24644.25	20730.0	22237.0	81236.67	152821.54	25485.5	42041.5	534.17	86.0
5.3.4.1-RXN	15070.0	30611.67	12973.5	42706.0	12571.0	75.0	2539.25	4525.83	2835.0	4456.5	42605.0	23722.5	20996.0	27685.0	48610.34	163733.75	25952.5	44363.25	2242.33	86.0
5.4.1.2-RXN	1385.5	3064.67	267.5	428.5	9297.83	58218.67	466.5	3118.83	17124.33	1549.5	3205.17	12643.11	10754.5	9856.27	95901.07	160341.0	13708.38	17607.0	2205.05	24.4
5.4.2.10-RXN	10415.75	26640.67	6745.0	21830.5	37042.0	58100.67	5414.75	7026.83	19796.33	5591.0	30674.17	25198.36	21707.5	24127.27	269974.73	650436.56	69554.38	70979.25	16787.89	45740.4
5.4.99.15-RXN	123.75	272.5	154.0	136.0	5690.17	135.0	1166.5	809.0	2577.0	180.5	6587.5	1065.19	691.0	945.94	103802.61	239431.52	10666.34	11577.84	1723.33	45159.0
5.4.99.16-RXN	123.75	560.5	158.0	233.0	6113.16	241.0	1410.0	943.5	2613.5	242.5	18953.5	814.13	961.01	1081.88	132134.09	278557.68	26292.83	25442.67	1766.83	90318.0
5.4.99.17-RXN	13177.0	23907.84	196.5	286.5	4157.35	76.0	207.5	2744.16	16903.5	1906.5	9056.0	11755.5	9680.5	8500.0	161035.34	415458.74	29073.02	47742.52	3434.49	45630.0
5.5.1.2-RXN	165.5	39.5	619.5	452.0	2688.33	63.0	2696.0	192.5	7672.33	66.0	6766.67	1034.44	1166.0	2929.44	29946.17	50108.83	3276.0	4850.5	1855.17	0.0
